id,text,label_name,label
1,スマートフォンのバッテリー持続時間を延ばすには、画面の輝度を下げることが効果的だ。,テクノロジー,0
2,機械学習アルゴリズムは大量のデータから自動的にパターンを学習する。,テクノロジー,0
3,クラウドコンピューティングにより、企業はサーバーの維持コストを削減できる。,テクノロジー,0
4,5G通信は従来の4Gと比べて通信速度が大幅に向上している。,テクノロジー,0
5,人工知能は医療診断の精度向上に貢献している。,テクノロジー,0
6,ブロックチェーン技術は取引の透明性とセキュリティを高める。,テクノロジー,0
7,量子コンピュータは従来のコンピュータでは解けない問題を解決できる可能性がある。,テクノロジー,0
8,自動運転車にはLiDARやカメラなど複数のセンサーが搭載されている。,テクノロジー,0
9,ディープラーニングは画像認識の分野で革命的な進歩をもたらした。,テクノロジー,0
10,サイバーセキュリティの重要性は年々高まっている。,テクノロジー,0
11,IoTデバイスはインターネットに接続された家電製品の総称だ。,テクノロジー,0
12,ソフトウェアのアップデートはセキュリティ脆弱性を修正するために重要だ。,テクノロジー,0
13,仮想現実技術はゲームや教育分野での活用が進んでいる。,テクノロジー,0
14,オープンソースソフトウェアは誰でも自由に改変できるコードを公開している。,テクノロジー,0
15,APIを使うことで異なるサービス間のデータ連携が容易になる。,テクノロジー,0
16,Pythonはデータサイエンスや機械学習で広く使われるプログラミング言語だ。,テクノロジー,0
17,エッジコンピューティングはデータをクラウドではなく端末側で処理する技術だ。,テクノロジー,0
18,半導体チップの微細化により、処理能力は飛躍的に向上してきた。,テクノロジー,0
19,自然言語処理技術により、コンピュータが人間の言葉を理解できるようになった。,テクノロジー,0
20,Wi-Fi 6は旧規格と比べて通信速度と接続安定性が向上している。,テクノロジー,0
21,デジタルツインは物理的な物体をデジタル空間上に再現する技術だ。,テクノロジー,0
22,コンテナ技術はアプリケーションの移植性と展開効率を高める。,テクノロジー,0
23,ニューラルネットワークは人間の脳の神経回路を模倣した計算モデルだ。,テクノロジー,0
24,強化学習はエージェントが試行錯誤を通じて最適な行動を学習する手法だ。,テクノロジー,0
25,リチウムイオン電池はスマートフォンや電気自動車に広く使われている。,テクノロジー,0
26,マイクロサービスアーキテクチャは大規模システムを小さな独立したサービスに分割する。,テクノロジー,0
27,GPUはグラフィックス処理だけでなく、AI計算にも広く活用されている。,テクノロジー,0
28,スマートシティは情報技術を活用して都市の効率性と住みやすさを向上させる。,テクノロジー,0
29,拡張現実技術は現実世界にデジタル情報を重ねて表示する。,テクノロジー,0
30,DevOpsは開発チームと運用チームの連携を強化するソフトウェア開発手法だ。,テクノロジー,0
31,フィンテックは金融サービスをテクノロジーで革新する分野だ。,テクノロジー,0
32,ロボット工学は製造業だけでなく医療や介護の場にも応用されている。,テクノロジー,0
33,データベースのインデックスはクエリの検索速度を大幅に向上させる。,テクノロジー,0
34,TensorFlowはGoogleが開発した機械学習フレームワークだ。,テクノロジー,0
35,ゼロデイ脆弱性はソフトウェアのパッチが公開される前に悪用される危険がある。,テクノロジー,0
36,マルチクラウド戦略は複数のクラウドサービスを組み合わせて使う手法だ。,テクノロジー,0
37,ドローンは農業分野で作物の監視や農薬散布に活用されている。,テクノロジー,0
38,プロセッサのキャッシュメモリは頻繁にアクセスするデータを高速に読み書きする。,テクノロジー,0
39,アジャイル開発は反復的な開発サイクルで素早く製品を改善する手法だ。,テクノロジー,0
40,生体認証技術は指紋や顔認識でセキュリティを強化する。,テクノロジー,0
41,衛星インターネットは地上のインフラが整っていない地域にも通信を提供する。,テクノロジー,0
42,フォグコンピューティングはIoTデバイスとクラウドの中間に処理を分散する。,テクノロジー,0
43,コンパイラはプログラムのソースコードを機械語に変換するソフトウェアだ。,テクノロジー,0
44,ソフトウェアテストはバグを早期に発見してプロダクトの品質を担保する。,テクノロジー,0
45,ハイパーバイザーは一台のサーバー上で複数の仮想マシンを実行する。,テクノロジー,0
46,NFTはブロックチェーン上で管理されるデジタル資産の所有権を証明する技術だ。,テクノロジー,0
47,フラッシュメモリはデータを電気的に書き換えられる不揮発性の記憶装置だ。,テクノロジー,0
48,マイコンは小型の組み込みシステムで家電や産業機器の制御に使われる。,テクノロジー,0
49,プログラミング言語のRustはメモリ安全性を重視して設計されている。,テクノロジー,0
50,自動テストはCI/CDパイプラインの中でコードの品質を継続的に検証する。,テクノロジー,0
51,光ファイバーケーブルは光を使って大容量データを高速に伝送する。,テクノロジー,0
52,スマートスピーカーは音声認識AIを使って家電操作や情報検索ができる。,テクノロジー,0
53,モバイルアプリの開発にはiOS向けのSwiftやAndroid向けのKotlinが使われる。,テクノロジー,0
54,データウェアハウスは企業の分析用データを一元管理するシステムだ。,テクノロジー,0
55,コードレビューはチームメンバーがお互いのコードを確認して品質を高める。,テクノロジー,0
56,RFIDタグは無線で情報を読み取れる小型チップで在庫管理に活用される。,テクノロジー,0
57,マルウェアはシステムに損害を与える悪意のあるソフトウェアの総称だ。,テクノロジー,0
58,クロスプラットフォーム開発はAndroidとiOS両方で動くアプリを一度に作れる。,テクノロジー,0
59,ERPシステムは企業の業務全体を統合的に管理するソフトウェアだ。,テクノロジー,0
60,コンピュータビジョンは画像や映像から意味のある情報を抽出する技術だ。,テクノロジー,0
61,バイオメトリクスは生体情報を使って本人認証を行う技術の総称だ。,テクノロジー,0
62,マイクロコントローラはCPU・メモリ・I/Oを一つのチップに集積した装置だ。,テクノロジー,0
63,LiDARは光を使って周囲の距離や形状を計測するセンサー技術だ。,テクノロジー,0
64,ソフトウェア定義ネットワークはネットワーク構成をソフトウェアで柔軟に制御する。,テクノロジー,0
65,AIチップはニューラルネットワークの計算を効率的に処理するプロセッサだ。,テクノロジー,0
66,GitはソースコードのバージョンをチームでOK管理するための分散型システムだ。,テクノロジー,0
67,機能安全規格IEC 61508は機械や制御システムの安全設計の指針を定める。,テクノロジー,0
68,デバッガはプログラムの実行を制御してバグの原因を特定するツールだ。,テクノロジー,0
69,VPNは公共ネットワーク上に暗号化された安全な通信経路を構築する。,テクノロジー,0
70,ファジングはランダムなデータを入力してプログラムの脆弱性を発見するテスト手法だ。,テクノロジー,0
71,マルチスレッドプログラムは複数の処理を並列に実行してパフォーマンスを向上させる。,テクノロジー,0
72,ハードウェアアクセラレータは特定の計算処理を専用回路で高速化する。,テクノロジー,0
73,AIモデルの推論はクラウドだけでなくエッジデバイス上でも実行できる。,テクノロジー,0
74,セマンティックセグメンテーションは画像の各ピクセルにラベルを付与する技術だ。,テクノロジー,0
75,トランスフォーマーモデルは自然言語処理の精度を飛躍的に向上させた。,テクノロジー,0
76,プリント基板はICチップや電子部品を実装して回路を構成するベースだ。,テクノロジー,0
77,センサーフュージョンは複数のセンサーデータを統合して精度を高める手法だ。,テクノロジー,0
78,UMLはソフトウェアシステムの設計を視覚的に表現するモデリング言語だ。,テクノロジー,0
79,電子署名はデジタル文書の正真性と送信者を証明する暗号化技術だ。,テクノロジー,0
80,リアルタイムOSは厳密な時間制約のある組み込みシステムで使われるOSだ。,テクノロジー,0
81,モデル圧縮はニューラルネットワークを小型化して推論を高速化する技術だ。,テクノロジー,0
82,PWMはデジタル信号のオンオフ比率を変えてアナログ量を制御する手法だ。,テクノロジー,0
83,コンピュータネットワークのプロトコルはデータ通信の規則を定めた取り決めだ。,テクノロジー,0
84,マイクロサービスはサービスごとに独立してデプロイ・スケールできる設計だ。,テクノロジー,0
85,ソフトウェアのリファクタリングは外部動作を変えずに内部構造を改善する。,テクノロジー,0
86,継続的インテグレーションはコード変更のたびに自動ビルドとテストを実行する。,テクノロジー,0
87,GNSSは衛星からの信号を受信して地球上の位置を特定するシステムだ。,テクノロジー,0
88,組み込みシステムは特定用途に特化してリアルタイム処理を行う小型コンピュータだ。,テクノロジー,0
89,CANバスは車載機器間でデータをやり取りする産業用通信プロトコルだ。,テクノロジー,0
90,乗算器や加算器は算術演算を高速に処理するデジタル回路の基本要素だ。,テクノロジー,0
91,EKFはノイズのある観測値から状態を推定する非線形フィルタリング手法だ。,テクノロジー,0
92,モバイルエッジコンピューティングは基地局近傍でデータを処理して遅延を削減する。,テクノロジー,0
93,プログラマブルロジックデバイスはユーザーが回路構成を自由に書き換えられる半導体だ。,テクノロジー,0
94,ソフトウェアアーキテクチャはシステムの構造と設計上の重要な意思決定を定義する。,テクノロジー,0
95,ページングはOSがメモリを固定サイズのブロックに分割して管理する手法だ。,テクノロジー,0
96,バス幅はプロセッサが一度に転送できるデータのビット数を示す指標だ。,テクノロジー,0
97,差動信号はノイズに強い高速シリアル通信でよく使われる信号伝送方式だ。,テクノロジー,0
98,ハッシュ関数は任意のデータを固定長のハッシュ値に変換する数学的関数だ。,テクノロジー,0
99,ROS2はロボットアプリケーション開発のためのオープンソースフレームワークだ。,テクノロジー,0
100,FPGAはフィールドで回路構成を再プログラムできる柔軟な半導体デバイスだ。,テクノロジー,0
101,マルチコアプロセッサは複数のコアを搭載して並列処理性能を高めたCPUだ。,テクノロジー,0
102,サッカーの試合では前半と後半合わせて90分間プレーする。,スポーツ,1
103,マラソンは42.195キロメートルを走り切る長距離競技だ。,スポーツ,1
104,バスケットボールのゴールは地上3.05メートルの高さに設置されている。,スポーツ,1
105,野球では1試合9イニングを戦い、得点が多いほうが勝利する。,スポーツ,1
106,テニスのウィンブルドン選手権はグランドスラムの中で最も歴史が古い大会だ。,スポーツ,1
107,競泳の自由形では選手は最も速いクロールで泳ぐのが一般的だ。,スポーツ,1
108,ラグビーは楕円形のボールを使い、トライによって得点を獲得する。,スポーツ,1
109,柔道は相手を投げたり抑え込んだりして一本を取ることを目指す武道だ。,スポーツ,1
110,フィギュアスケートでは技術点と演技構成点の合計で順位が決まる。,スポーツ,1
111,バレーボールは1チーム6人で行い、3セット先取したほうが勝利する。,スポーツ,1
112,陸上競技の短距離走では飛び出しを助けるためにスターティングブロックを使用する。,スポーツ,1
113,剣道は竹刀を使い、頭・小手・胴・のどを打突して一本を競う日本の武道だ。,スポーツ,1
114,ゴルフはコースを少ない打数でホールインすることを目指すスポーツだ。,スポーツ,1
115,サーフィンは波のエネルギーを利用してボードの上で演技を披露する競技だ。,スポーツ,1
116,卓球のラリーは非常に速く、プロ選手は秒間に複数回のボールを打ち返す。,スポーツ,1
117,ボクシングは体重別に階級が分かれており、異なる体格の選手が公平に戦える。,スポーツ,1
118,スキージャンプは急斜面を滑走して飛距離と飛型点を競う冬季競技だ。,スポーツ,1
119,体操競技では鉄棒・平行棒・床・跳馬などの種目で演技を行う。,スポーツ,1
120,水泳の背泳ぎは仰向けの姿勢で両腕を交互に回して泳ぐ種目だ。,スポーツ,1
121,ハンドボールは片手でボールを投げ、相手ゴールに入れて得点を競う競技だ。,スポーツ,1
122,フェンシングは剣を使った武術を起源とするオリンピック種目のひとつだ。,スポーツ,1
123,クリケットはバットとボールを使い、主に英連邦諸国で人気のスポーツだ。,スポーツ,1
124,アーチェリーは弓を使って標的に矢を射る精密さを競う競技だ。,スポーツ,1
125,バドミントンのシャトルコックには天然の羽根や人工素材が使われる。,スポーツ,1
126,ウエイトリフティングはバーベルを頭上まで持ち上げて重量を競うスポーツだ。,スポーツ,1
127,アイスホッケーはスケート靴を履いてパックをゴールに入れる冬季競技だ。,スポーツ,1
128,トライアスロンは水泳・自転車・長距離走を連続して行う持久系競技だ。,スポーツ,1
129,バイアスロンはクロスカントリースキーとライフル射撃を組み合わせた冬季競技だ。,スポーツ,1
130,ロードバイクのレースでは山岳コースでの登坂力が勝敗を大きく左右する。,スポーツ,1
131,空手は突き・蹴りを使って相手を制する日本発祥の武道だ。,スポーツ,1
132,レスリングはタックルや投げを使って相手を押さえ込む格闘技だ。,スポーツ,1
133,砲丸投げは金属製の球を遠くへ投げる陸上競技の投てき種目のひとつだ。,スポーツ,1
134,競馬は騎手が馬に乗り、コースを最速で走り切ることを競う競技だ。,スポーツ,1
135,ヨットレースは風を利用して帆船を操り、コースタイムを競う競技だ。,スポーツ,1
136,スノーボードのハーフパイプはU字型のコースで技の高さと完成度を競う。,スポーツ,1
137,陸上競技の棒高跳びはポールを使って高い横棒を越えることを目指す。,スポーツ,1
138,サッカーのPKは12ヤードの地点からゴールキーパーと一対一で行う。,スポーツ,1
139,ラグビーのスクラムは両チームのフォワードがぶつかり合いボールを争う。,スポーツ,1
140,フィールドホッケーはスティックを使って相手ゴールに球を入れる競技だ。,スポーツ,1
141,相撲は土俵の外に出るか、足の裏以外が地面につくと負けになる。,スポーツ,1
142,マウンテンバイクはオフロードの険しいコースを自転車で走る競技だ。,スポーツ,1
143,モータースポーツのF1は最高時速300キロを超えるマシンで争われる。,スポーツ,1
144,スケートボードはオリンピックでも採用され若者を中心に人気が高まっている。,スポーツ,1
145,プロ野球の投手はストレート・変化球を組み合わせて打者を抑える。,スポーツ,1
146,バレーボールのサーブはゲームを始めたり相手にプレッシャーをかける重要な技術だ。,スポーツ,1
147,長距離ランナーは有酸素能力と乳酸閾値を高めるトレーニングを積む。,スポーツ,1
148,バスケットボールの3ポイントラインは外から放つシュートで3点が入る。,スポーツ,1
149,柔道のオリンピックは体重別に7つの階級に分かれて争われる。,スポーツ,1
150,テニスのダブルスは二人一組でプレーしボレーやアングルショットが重要だ。,スポーツ,1
151,トラック競技の400mは一人一レーン制で走るスプリント系の長距離種目だ。,スポーツ,1
152,陸上競技の三段跳びはホップ・ステップ・ジャンプの3段階で距離を競う。,スポーツ,1
153,競泳の平泳ぎは両手を同時に前に伸ばしてキックする正式な泳法のひとつだ。,スポーツ,1
154,サッカーのコーナーキックはゴールラインからボールを外に出したときに与えられる。,スポーツ,1
155,ロードレースのエリートサイクリストは1日に200km以上を走ることもある。,スポーツ,1
156,体操の床運動は音楽に合わせてアクロバット演技と柔軟性を組み合わせた種目だ。,スポーツ,1
157,アメリカンフットボールは11人対11人で4つのダウンを使って前進する。,スポーツ,1
158,ラクロスはスティックの先のネットでボールを運んで相手ゴールに入れる競技だ。,スポーツ,1
159,バスケットのオフェンスリバウンドは追加のシュート機会を生む重要なプレーだ。,スポーツ,1
160,野球の先発投手は一般的に試合の5回か6回までを目標に登板する。,スポーツ,1
161,スケートリンクのアイスホッケーはラグビーと同様に体力とスピードが求められる。,スポーツ,1
162,卓球のサービスは規則が細かく、ボールを16cm以上上げて打つ必要がある。,スポーツ,1
163,ゴルフのパーは各ホールの基準打数を意味し、そのホールの難易度を示す。,スポーツ,1
164,バドミントンのスマッシュは時速400キロを超えることがある非常に速い打球だ。,スポーツ,1
165,フェンシングはエペ・フルーレ・サーブルの3種目に分かれている。,スポーツ,1
166,柔道の内股は相手の内ももに脚を入れて投げる代表的な投げ技だ。,スポーツ,1
167,テニスのタイブレークは6-6になった後に行う短縮ゲームのルールだ。,スポーツ,1
168,マラソンの世界記録は2時間を切る水準に近づいてきている。,スポーツ,1
169,バレーボールのリベロは守備専門の選手でユニフォームの色が異なる。,スポーツ,1
170,サッカーのオフサイドルールは攻撃側の選手の位置取りを制限するルールだ。,スポーツ,1
171,陸上の走り高跳びは助走からバーを越える高さを競う跳躍種目だ。,スポーツ,1
172,スポーツにおける筋力トレーニングは競技パフォーマンスの向上に欠かせない。,スポーツ,1
173,スイムウエアの素材進化により競泳タイムが短縮されることがある。,スポーツ,1
174,チームスポーツでは戦術の理解とメンバー間のコミュニケーションが重要だ。,スポーツ,1
175,スポーツ科学は選手のパフォーマンス向上と怪我予防に貢献している。,スポーツ,1
176,オリンピックは4年に一度開催される世界最大規模のスポーツの祭典だ。,スポーツ,1
177,プロスポーツ選手はシーズンオフにも体力維持のトレーニングを継続する。,スポーツ,1
178,ビデオ判定はスポーツの審判の誤りを減らすために多くの競技で採用されている。,スポーツ,1
179,スポーツ栄養学は選手が最適なパフォーマンスを発揮するための食事を研究する。,スポーツ,1
180,ドーピング検査はスポーツの公平性を保つために重要な役割を担っている。,スポーツ,1
181,心拍数モニタリングはランナーやサイクリストのトレーニング強度の管理に役立つ。,スポーツ,1
182,スポーツビジネスは選手の移籍市場や放映権など経済的規模が非常に大きい。,スポーツ,1
183,スタジアムの芝の管理は選手のパフォーマンスや怪我予防に直結する。,スポーツ,1
184,スポーツ心理学はメンタルトレーニングで選手の集中力やモチベーションを高める。,スポーツ,1
185,eスポーツはプロゲーマーが競技するゲームの大会で観客動員数が増加している。,スポーツ,1
186,パラリンピックは身体障害を持つアスリートが競い合う国際スポーツ大会だ。,スポーツ,1
187,ウルトラマラソンは42.195キロを超える距離を走る長距離走の総称だ。,スポーツ,1
188,格闘技のグラウンドポジションは有利な体勢から相手をコントロールする技術だ。,スポーツ,1
189,競泳のターンは壁を蹴る力を利用して速度を維持する重要なテクニックだ。,スポーツ,1
190,サーフィンの大会では波の選択と技の完成度を組み合わせて採点される。,スポーツ,1
191,アーチェリーの弓の引き分けには正確な姿勢と力の配分が求められる。,スポーツ,1
192,剣道の試合は3分間で行い、2本先取した側が勝利する。,スポーツ,1
193,陸上のリレー競技はバトンパスのタイミングが勝敗の鍵を握る。,スポーツ,1
194,ポーツの練習量より質を重視するトレーニング方法が近年注目されている。,スポーツ,1
195,フィジカルトレーナーは選手の体力・筋力・柔軟性の向上をサポートする。,スポーツ,1
196,バスケットボールのピック＆ロールはスクリーンを活用するオフェンス戦術だ。,スポーツ,1
197,スケートボードのトリックは360度回転するスピンなど様々な技がある。,スポーツ,1
198,サッカーのプレスは高い位置から積極的にボールを奪いに行く戦術だ。,スポーツ,1
199,野球の変化球にはカーブ・スライダー・フォークボールなど多種多様な種類がある。,スポーツ,1
200,ラグビーのラインアウトは相手のボールが外に出た後に行う再開のプレーだ。,スポーツ,1
201,味噌汁は豆腐やわかめなどを具材にした日本の伝統的なスープ料理だ。,料理・食べ物,2
202,パスタを茹でるときは沸騰したお湯に塩を加えることで風味が増す。,料理・食べ物,2
203,天ぷらは衣をつけた野菜や魚介類を高温の油でさくっと揚げた料理だ。,料理・食べ物,2
204,フランスのクロワッサンはバターを生地に折り込んだリッチなパンだ。,料理・食べ物,2
205,寿司ネタの鮮度は握り寿司の味を大きく左右する重要な要素だ。,料理・食べ物,2
206,カレーに隠し味としてチョコレートを少量加えるとコクが増す。,料理・食べ物,2
207,発酵食品のヨーグルトは腸内環境を整える乳酸菌が豊富だ。,料理・食べ物,2
208,ラーメンのスープは豚骨・鶏がら・魚介など多様な出汁が使われる。,料理・食べ物,2
209,チョコレートのカカオ含有率が高いほど苦みが強くなる傾向がある。,料理・食べ物,2
210,オリーブオイルは地中海料理に欠かせない健康的な植物性油脂だ。,料理・食べ物,2
211,日本酒は米・麹・水を原料に醸造したアルコール飲料だ。,料理・食べ物,2
212,すき焼きは薄切り牛肉と野菜を割り下で煮込む冬に人気の鍋料理だ。,料理・食べ物,2
213,フランス料理のソースは料理の味と見た目を仕上げる重要な要素だ。,料理・食べ物,2
214,抹茶はお茶の葉を丸ごと粉末にしたもので和菓子や飲料に使われる。,料理・食べ物,2
215,イタリアのリゾットは米を炒めてからブロードで炊き上げるクリーミーな料理だ。,料理・食べ物,2
216,和食の出汁はかつお節や昆布から旨味成分を抽出して作られる。,料理・食べ物,2
217,スペインのパエリアはサフランで色付けされた米料理で魚介が定番の具材だ。,料理・食べ物,2
218,豆腐は大豆から作られる高タンパク質の植物性食品で様々な料理に使われる。,料理・食べ物,2
219,中国の餃子は日本の餃子より皮が厚く水餃子として食べることが多い。,料理・食べ物,2
220,チーズの熟成期間が長いほど風味が複雑になり独特の香りが生まれる。,料理・食べ物,2
221,タイ料理はナンプラーやコブミカンの葉など独特の食材で香りを演出する。,料理・食べ物,2
222,焼き鳥は鶏肉をひと口大に切り串に刺して炭火で焼いた日本の料理だ。,料理・食べ物,2
223,バターは牛乳の脂肪分を撹拌して固めた乳製品で料理の風味を高める。,料理・食べ物,2
224,メキシコのタコスはトルティーヤに肉や野菜などの具材を包んだ料理だ。,料理・食べ物,2
225,北京ダックは皮をパリパリに焼いて薄いパンに包んで食べる中国料理だ。,料理・食べ物,2
226,だし巻き卵は出汁を加えた溶き卵を巻いて焼いた日本の卵料理だ。,料理・食べ物,2
227,インドのビリヤニはスパイスで香りをつけた炊き込みご飯料理だ。,料理・食べ物,2
228,レモンの酸味は料理に爽やかさを加え、塩の代わりに使うことも多い。,料理・食べ物,2
229,唐揚げは下味をつけた鶏肉に片栗粉や小麦粉をまぶして揚げた料理だ。,料理・食べ物,2
230,イタリアのティラミスはマスカルポーネとエスプレッソを使ったデザートだ。,料理・食べ物,2
231,みりんは料理に甘みとツヤを加える日本の伝統的な調味料だ。,料理・食べ物,2
232,インドのカレーはターメリック・クミン・コリアンダーなど多様なスパイスで作る。,料理・食べ物,2
233,鍋料理はだし・具材・タレを自分好みにカスタマイズして楽しめる。,料理・食べ物,2
234,クレープは薄く焼いたパンケーキで甘い具材と塩味の具材両方に合う。,料理・食べ物,2
235,アボカドはクリーミーな食感と豊富な不飽和脂肪酸が特徴の果実だ。,料理・食べ物,2
236,甘酒は米麹を発酵させた甘い飲み物で栄養価が高くビタミンも含む。,料理・食べ物,2
237,ナンはインドで主食として食べる平焼きのパンでカレーと相性がいい。,料理・食べ物,2
238,角煮は豚バラ肉を甘辛いたれで長時間煮込んだとろとろの料理だ。,料理・食べ物,2
239,ギリシャのフェタチーズは羊や山羊のミルクから作られる塩気の強いチーズだ。,料理・食べ物,2
240,フォーはベトナムの平らな米麺を使ったスープ料理で牛肉が定番だ。,料理・食べ物,2
241,みそは大豆を麹と塩で発酵させた調味料で赤みそと白みそがある。,料理・食べ物,2
242,フランスのブルーチーズは内部にカビが繁殖した刺激的な風味のチーズだ。,料理・食べ物,2
243,鯖の塩焼きは皮をパリッと焼くことで香ばしさと旨みが引き立つ。,料理・食べ物,2
244,ペルーのセビーチェは生魚を柑橘果汁でマリネした冷たい料理だ。,料理・食べ物,2
245,豚汁は根菜や豆腐・こんにゃくをたっぷり入れた味噌ベースの汁物だ。,料理・食べ物,2
246,エスプレッソはコーヒー豆を高圧で抽出した濃厚なコーヒーだ。,料理・食べ物,2
247,もつ鍋は牛や豚のホルモンをポン酢やみそだしで煮込んだ鍋料理だ。,料理・食べ物,2
248,トルコのケバブは香辛料で味付けした肉を串に刺して焼いた料理だ。,料理・食べ物,2
